sector,project,account_item,status,request_id,code,vendor,amount_total,amount_paid,amount_canceled,amount_remaining,source_request_date,payment_request_date,approval_date,payment_date,Time
قطاع الإسكان,إسكان الأصالة الرياض,عهدة,,5068,1101000017,طلب عهدة - كريم رضا,"229,069","234,914","-5,845",0,46008,46015,46015,46015,1158-12-24
قطاع الإسكان,إسكان الأصالة الرياض,عهدة,,5068,1101000017,طلب عهدة - كريم رضا,"50,000","50,000",0,0,46008,46027,46027,46027,1038-1-5
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2101010595,شركة المنابر للاستشارات الهندسية,"211,628",,0,"211,628",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011494,شركة تراب لمكافحة الحشرات,"1,725",,0,"1,725",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011600,مؤسسة سنود القمة للمقاولات,"9,861",,0,"9,861",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011600,مؤسسة سنود القمة للمقاولات,"4,741",,0,"4,741",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011600,مؤسسة سنود القمة للمقاولات,"18,400",,0,"18,400",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011600,مؤسسة سنود القمة للمقاولات,"19,815",,0,"19,815",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011555,مؤسسة قواعد الأسطورة للمقاولات,"23,869",,0,"23,869",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011551, ركن الاتقان للتطوير العقاري,"41,922",,0,"41,922",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011551, ركن الاتقان للتطوير العقاري,"8,161",,0,"8,161",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011562,شركة أصول البناء العالمية,"18,801",,0,"18,801",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011562,شركة أصول البناء العالمية,"8,261",,0,"8,261",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011562,شركة أصول البناء العالمية,"19,176",,0,"19,176",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011534,مؤسسة دوافع نجد,"3,036","3,036",0,0,46008,46015,46015,46015,1158-12-24
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011607,مؤسسة سهول الإنجاز للمقاولات,"12,241",,0,"12,241",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103010803,مؤسسة عمر محمد سعيد القرافي,"15,065",,0,"15,065",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011575,مؤسسة تحفة الصخور للمقاولات,"16,900",,0,"16,900",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011575,مؤسسة تحفة الصخور للمقاولات,"3,134",,0,"3,134",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011638,مؤسسة فايز حسن المالكي,"21,168",,0,"21,168",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011625,مؤسسة فيافي الشرق,"12,960",,0,"12,960",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011646,شركة الوان التشييد للمقاولات,"7,392","7,392",0,0,46008,46027,46027,46027,1038-1-5
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011574,مؤسسة شروق الهمة ,"41,109",,0,"41,109",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011574,مؤسسة شروق الهمة ,"20,516","20,516",0,0,46008,46027,46027,46027,1038-1-5
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011574,مؤسسة شروق الهمة ,"4,896",,0,"4,896",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103010936,مؤسسة عبدالله النفيسة للمقاولات ,"16,799",,0,"16,799",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103010936,مؤسسة عبدالله النفيسة للمقاولات ,"9,745",,0,"9,745",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103010936,مؤسسة عبدالله النفيسة للمقاولات ,"73,503",,0,"73,503",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103010902,مؤسسة ناصر جميل الشريف,"13,899",,0,"13,899",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103010785,شركة سمو العزل للمقاولات,"38,600","38,600",0,0,46008,46027,46027,46027,1038-1-5
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011619,مؤسسة يوسف علي المطيري,"22,082",,0,"22,082",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011568,مؤسسة سيرفس وان,"38,903",,0,"38,903",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011645,مؤسسة نجوي عشق العتيبي,"4,140","4,140",0,0,46008,46027,46027,46027,1038-1-5
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011535,مؤسسة وكاد الجزيرة,"27,565","27,565",0,0,46008,46027,46027,46027,1038-1-5
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011520,شركة قطين للمقاولات,"30,576",,0,"30,576",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5069,2103011552,مؤسسة اعمار قنونا للمقاولات,"8,624",,0,"8,624",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,موردين,,5069,2101010593, سادن للاستشارات الجيولوجية,"20,953",,0,"20,953",46008,,,,
قطاع الإسكان,إسكان الأصالة الرياض,موردين,,5069,2101011216,مؤسسة اسطورة الشرق,"15,939","15,939",0,0,46008,46015,46015,46015,1158-12-24
قطاع الإسكان,إسكان الأصالة الرياض,موردين,,5069,2101010961,مؤسسة رقية الفضل للمقاولات,"78,200",,0,"78,200",46008,,,,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,-,1101000015,طلب عهدة - م عدلي,"27,400","27,400",0,0,46008,46009,46009,46009,107-12-18
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,253,1101000015,يوميات عمالة خارجية - جمعة روبي,"5,193","5,193",0,0,46008,46016,46016,46016,1040-12-25
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,,92,1109010035,طلب عهدة - م وجدي عبدالواحد,"7,900",0,"7,900",0,46008,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,44,2101010720,شركة الزغيبي للتجارة,"4,377",,0,"4,377",46008,,,,
قطاع الإسكان,إسكان العاقول 300,موردين,,44,2101010889,شركة خالد عبد الله الصافي,"2,580",,0,"2,580",46008,,,,
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,موردين,,71,2101010945,محطة اوكتين للوقود (شركة هلا التجارية ),"9,000","9,000",0,0,46009,46011,46011,46011,149-12-20
قطاع التحلية,واحة التحلية برابغ,موردين,,WA,2101010465,شركة الوان الاضاءة العالمية للتجارة (الترا لايت),"11,730","11,730",0,0,46011,46011,46011,46011,823-12-20
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,252,5104000094,فاتورة رقم 251216027875,222,222,0,0,46009,46011,46011,46011,842-12-20
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,252,5104000094,فاتورة رقم 251216027876,"2,251","2,251",0,0,46009,46011,46011,46011,842-12-20
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,252,5104000094,فاتورة رقم 251216027877,"2,264","2,264",0,0,46009,46011,46011,46011,842-12-20
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,254,2101011051,شركة درداء طيبة للتجارة,"7,541","7,541",0,0,46009,46011,46011,46011,1111-12-20
قطاع التحلية,واحة التحلية برابغ,موردين,,WA,2101010670,شركة بيت الاباء للسيراميك والرخام المحدودة,"20,700","20,700",0,0,46011,46011,46011,46011,1114-12-20
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,,98,5104000094,فاتورة رقم 251216028454,"1,494",0,"1,494",0,46012,46012,46012,-,135-12-21
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30057837188,227,227,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30050715871,716,716,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30144444524,43,43,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 10000903559,426,426,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30145986043,231,231,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30012764469,700,700,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30012764478,464,464,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30012764487,220,220,0,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30078941704,120,190,-69,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,100,5104000007,سداد فاتورة رقم 30078941713,263,442,-180,0,46011,46030,46030,46030,519-1-8
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,73,2103011475,مؤسسة نخبة الكساء للمقاولات,"81,420","81,420",0,0,46011,46011,46011,46011,1138-12-20
قطاع الإسكان,إسكان العاقول 300,سدادات,,11,5104000007,الشركة السعودية للكهرباء - رقم السداد  30043395576,"1,398",,0,"1,398",46005,,,,
قطاع الإسكان,إسكان العاقول 300,سدادات,,11,5104000007,الشركة السعودية للكهرباء - رقم السداد  30043395585,"1,507",,0,"1,507",46005,,,,
قطاع الإسكان,إسكان العاقول 300,سدادات,,11,5104000007,الشركة السعودية للكهرباء - رقم السداد 30061390934,354,,0,354,46005,,,,
قطاع الإسكان,إسكان العاقول 300,سدادات,,11,5104000007,الشركة السعودية للكهرباء - رقم السداد 30133950709,249,,0,249,46005,,,,
قطاع الإسكان,إسكان العاقول 300,سدادات,,2,5104000016,سداد فاتورة رقم 251027016228,"2,770","2,770",0,0,46005,46008,46008,46008,1208-12-17
قطاع التحلية,واحة التحلية برابغ,عهدة,,345,2105010003,يوميات عمالة خارجية - محمد السبع,"4,488","4,488",0,0,46006,46026,46026,46026,459-1-4
قطاعات أخرى,مكتب جدة,سدادات,,0,5104000012,ايجار سكن عمال مكتب جدة,"3,300",,0,"3,300",46006,46005,,,1200-12-15
قطاع الإسكان,مشاريع الإسكان,عهدة,,WA,1109010289,طلب عهدة - خالد الشحات أحمد الطامي,"10,000","10,000",0,0,46005,46005,46005,46005,1038-12-14
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031404,33,33,0,0,46012,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031384,"3,752","3,752",0,0,46012,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031380,"2,001","2,001",0,0,46012,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031466,"1,140","1,140",0,0,46012,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031473,124,124,0,0,46012,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031475,71,71,0,0,46012,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031530,"3,625","3,625",0,0,46012,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,254,5104000094,فاتورة رقم 251216031529,"1,140","1,140",0,0,46012,46013,46013,46013,1145-12-22
قطاع الإسكان,مشاريع الإسكان,عهدة,,WA,1109010289,طلب عهدة - خالد الشحات أحمد الطامي,"4,000","4,000",0,0,46012,46012,46012,46012,341-12-21
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,Re-Forward,2101011288,شركة العدلي المميز,"1,242","1,242",0,0,46012,46012,-,46012,408-12-21
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,Re-Forward,2101010074,شركة مدار لمواد البناء,"9,250","9,250",0,0,46012,46012,-,46012,408-12-21
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,Re-Forward,2101010012,المنيف للأنابيب,"1,152","1,152",0,0,46012,46012,-,46012,408-12-21
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,Re-Forward,2101011289,شركة فويتشر بايب,"44,446","44,446",0,0,46012,46012,-,46012,408-12-21
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2109000086,مؤسسة الاختيار الامثل للسباكة والكهرباء,"21,342","21,342",0,0,46006,46006,-,46030,556-12-15
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011324,"نجلاء سعيدان فواز العتيبي	","74,200","74,200",0,0,46006,46006,-,46027,556-12-15
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011324,"نجلاء سعيدان فواز العتيبي	","74,200",,0,"74,200",46037,,,,
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011324,"نجلاء سعيدان فواز العتيبي	","74,200",,0,"74,200",46068,,,,
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011324,"نجلاء سعيدان فواز العتيبي	","74,200",,0,"74,200",46096,,,,
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011324,"نجلاء سعيدان فواز العتيبي	","74,200",,0,"74,200",46127,,,,
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011324,"نجلاء سعيدان فواز العتيبي	","74,200",,0,"74,200",46157,,,,
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011324,"نجلاء سعيدان فواز العتيبي	","74,200",,0,"74,200",46188,,,,
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101010649,شركة سمنان القابضة,"100,000",,0,"100,000",46006,,,,
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101010649,شركة سمنان القابضة,"100,000",,0,"100,000",46037,,,,
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101010649,شركة سمنان القابضة,"100,000",,0,"100,000",46068,,,,
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101010649,شركة سمنان القابضة,"100,000",,0,"100,000",46096,,,,
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101010649,شركة سمنان القابضة,"100,000",,0,"100,000",46127,,,,
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101010649,شركة سمنان القابضة,"100,000",,0,"100,000",46157,,,,
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101010649,شركة سمنان القابضة,"125,477",,0,"125,477",46188,,,,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,A.K.24-12,2101010835,مؤسسة الرشيدي للتجارة والمقاولات,"44,850","44,850",0,0,46016,-,46016,46016,453-12-25
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,,99,5104000094,فاتورة رقم 251216037144,"3,239","3,239",0,0,46016,46016,46016,46016,450-12-25
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,,99,5104000094,فاتورة رقم 251216037116,"3,403","3,403",0,0,46016,46016,46016,46016,450-12-25
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,,99,5104000094,فاتورة رقم 251216039572,"1,358","1,358",0,0,46016,46016,46016,46016,450-12-25
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,256,1101000015,طلب عهدة - جمعة روبي,"3,600","3,600",0,0,46016,46016,46016,46016,427-12-25
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.25-12,2101010197,شركة اعمال بيتا الصناعية,"74,095","74,095",0,0,46016,46018,46018,46018,211-12-27
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.25-12,2103011593,شركة عالم الهياكل المعدنية للمقاولات,"30,000","30,000",0,0,46016,46018,46018,46018,211-12-27
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,,94,1109010035,طلب عهدة - م وجدي عبدالواحد,"14,000","14,000",0,0,46016,46016,46016,46016,1038-12-25
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,247,1101000015,يوميات عمالة خارجية - جمعة روبي,"12,820","12,820",0,0,46016,46016,46016,46016,1040-12-25
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,255,1101000015,طلب عهدة - جمعة روبي,"20,000","20,000",0,0,46015,46021,46021,46021,321-12-30
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,255,1101000015,طلب عهدة - جمعة روبي,"4,800",0,"4,800",0,46015,-,-,-,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,255,1101000015,طلب عهدة - جمعة روبي,"6,700","6,700",0,0,46015,46019,46019,46019,1037-12-28
قطاعات أخرى,فندق مكة,مقاولين الباطن,,Ab.W,2103011397,شركة بسيان للخدمات اللوجستية ,"14,892","14,892",0,0,46015,46023,46023,46023,236-1-1
قطاعات أخرى,فندق مكة,مقاولين الباطن,,AB.W,2103011616,مؤسسة اوتاد الصخرة للمقاولات العامة,"2,045","2,045",0,0,46015,46023,46023,46023,236-1-1
قطاعات أخرى,فندق مكة,مقاولين الباطن,,Ab.w,2103010902,مؤسسة ناصر جميل الشريف,"12,450","12,450",0,0,46015,46023,46023,46023,236-1-1
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,عهدة,,WA,1101000006,طلب عهدة - م عبدالقادر عمر,"5,000","5,000",0,0,46014,46014,46014,46014,520-12-23
قطاع التحلية,الصبة الخرسانية تحلية جازان,مقاولين الباطن,,Mail,2103011466,مؤسسة غيدة محمد عمر المشرعي للمقاولات,"20,286","20,286",0,0,46008,46014,-,46014,124-12-23
قطاع التحلية,الصبة الخرسانية تحلية جازان,مقاولين الباطن,,Mail,2103011466,مؤسسة غيدة محمد عمر المشرعي للمقاولات,"39,330","39,330",0,0,46008,46014,-,46014,124-12-23
قطاع التحلية,الصبة الخرسانية تحلية جازان,مقاولين الباطن,,Mail,2103011466,مؤسسة غيدة محمد عمر المشرعي للمقاولات,"20,200","20,200",0,0,46008,46014,-,46014,124-12-23
قطاع الإسكان,إسكان العاقول 300,عهدة,,18,1101000010,طلب عهدة - عوض الله عبد الحي محيى الدين,"5,000","5,000",0,0,46014,46019,46019,46019,1206-12-28
قطاع الإسكان,إسكان العاقول 300,عهدة,,18,1101000010,طلب عهدة - عوض الله عبد الحي محيى الدين,"45,000","50,000","-5,000",0,46014,46027,46027,46027,934-1-5
قطاع الإسكان,إسكان العاقول 300,مقاولين الباطن,,18,2103011230,فرج خلف همام,"3,000","3,000",0,0,46014,46027,46027,46027,934-1-5
قطاع الإسكان,إسكان العاقول 300,مقاولين الباطن,,18,2103010691,يوسف محمد توم,"9,660","7,160","2,500",0,46014,46027,46027,46027,934-1-5
قطاع الإسكان,إسكان العاقول 300,مقاولين الباطن,,18,2103011230,فرج خلف همام,"2,000",,0,"2,000",46014,,,,
قطاع الإسكان,إسكان العاقول 300,مقاولين الباطن,,18,2103011578,عبد الرحمن أحمد عبدالله,"10,620","10,620",0,0,46014,46027,46027,46027,934-1-5
قطاع الإسكان,إسكان العاقول 300,مقاولين الباطن,,18,2103011581,تاج محمد راج حسين,"4,433","4,433",0,0,46014,46027,46027,46027,934-1-5
قطاعات أخرى,فندق مكة,موردين,,A.K.21-12,2103011637,مؤسسة لمسة الابواب الراقية للتجارة,"20,984","20,984",0,0,46014,46023,46023,46023,236-1-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,255,5104000094,فاتورة رقم 251216031959,41,41,0,0,46013,46013,46013,46013,1145-12-22
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,255,5104000094,فاتورة رقم 251216031990,45,45,0,0,46013,46013,46013,46013,1145-12-22
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,,,2101011109,مؤسسة الأبراج الثلاثة,"6,900","6,900",0,0,46013,46013,46013,46013,357-12-22
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,,101,5104000094,سداد فاتورة رقم 251216032685,"2,049","2,049",0,0,46013,46013,46013,46013,254-12-22
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,عهدة,,75,1101000016,طلب عهدة - احمد صلاح,"5,180","5,180",0,0,46013,46013,46013,46013,1156-12-22
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,عهدة,,76,1101000016,طلب عهدة - احمد صلاح,"15,000","10,000","5,000",0,46013,46019,46019,46019,1043-12-28
قطاع التحلية,واحة التحلية برابغ,عهدة,,إ.م,1101000011,يوميات عمالة خارجية - محمد السبع,"70,000","70,000",0,0,46012,46012,46012,46012,304-12-21
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,74,2103011545,مؤسسة دوافع العز للمقاولات,"40,000",,0,"40,000",46019,,,,
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,74,2103011545,مؤسسة دوافع العز للمقاولات,"28,113","28,113",0,0,46019,46019,46019,46019,147-12-28
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,-,2101010530,مؤسسة أنظمة التوريدات للتجارة,"149,074",,0,"149,074",46020,46020,46020,,725-12-29
قطاع التحلية,واحة التحلية برابغ,موردين,,493,2101011168,كنداسة لخدمات المياه,"1,957","1,957",0,0,46020,46020,46020,46020,731-12-29
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,O.J.29-12,2101010929,مؤسسة فرج حسن بالعبيد,"9,243","9,243",0,0,46020,46023,46023,46023,428-1-1
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,O.J.29-12,2101010804,شركة أبواب السمان للأبواب الأوتوماتيك,"37,947",,0,"37,947",46020,,,,
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,عهدة,,O.J.29-12,1101000013,طلب عهدة - محمود سعفان,"14,600","14,600",0,0,46020,46029,46029,46029,1148-1-7
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,Re-Forward,2101011288,شركة العدلي المميز,"1,035","1,035",0,0,46020,46020,46020,46020,432-12-29
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,Re-Forward,2101010768,شركة مصدر للتجهيزات الفنية,"10,692","10,692",0,0,46020,46020,46020,46020,432-12-29
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,256,5104000038,فاتورة رقم 470005790,"3,520","3,520",0,0,46020,46023,46023,46023,1044-1-1
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,موردين,,WA,2101010626,مؤسسة ركين الرواد,"80,000","80,000",0,0,46020,46020,46020,46020,124-12-29
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,79,-,مؤسسة الصفوة للسراميك,"3,730","3,730",0,0,46020,46020,46020,46020,851-12-29
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,موردين,,A.K.27-12,2101010999,شركة آشي وبشناق للمقاولات,"218,500","218,500",0,0,46020,46019,46019,46385,436-12-28
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,A.K.27-12,2101010834,شركة سالم صالح الحارث للمنتجات الاسمنتية,"200,000",,0,"200,000",46020,,,,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,A.K.27-12,-,شركة الانظمة الحديثة لتقنيات البيئة المحدودة,"179,400",,0,"179,400",46020,,,,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,A.K.27-12,2101010447,شركة تواجر الدولية للتجارة,"57,816",,0,"57,816",46020,,,,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,A.K.27-12,2101011111,مؤسسة سكوب العربية لتشكيل المعادن,"12,478","12,478",0,0,46020,46019,46021,46021,710-12-28
قطاع التحلية,واحة التحلية برابغ,عهدة,,WA,1101000011,طلب عهدة - محمد السبع,"10,000","10,000",0,0,46019,46019,46019,46019,1204-12-28
قطاعات أخرى,عام,سدادات,,Mail,2101010922,شركة موبايلي,"30,669","30,669",0,0,46019,46019,46019,46019,1047-12-28
قطاع التحلية,واحة التحلية برابغ,سدادات,,WA,5104000012,مؤسسة امرنا التجارية,"2,588","2,588",0,0,46018,46018,46018,46018,448-12-27
